id_mobilitas,iso_code,tanggal,retail_recreation,grocery_pharmacy,parks,transit_stations,workplaces,residential,private_vehicle_movement,public_transport_usage,walking_cycling,morning_rush_hour,afternoon_activity,evening_rush_hour,night_activity,overall_mobility_index
3122,ID-SG,2021-11-28,-34.5,-7.1,-41.9,-47.2,-32.2,8.9,-25.1,-32.6,-7.0,-26.2,-13.1,-24.8,-24.2,-38.0
3123,ID-GO,2021-11-28,-37.4,-18.7,-27.6,-33.4,-4.7,0.8,-18.7,-32.7,-14.0,-13.9,-8.1,-11.3,-16.1,-25.2
3124,ID-SR,2021-11-28,-22.5,-1.1,-7.0,-27.5,-17.2,4.9,-5.6,-17.8,-21.8,-22.2,-8.2,-24.3,-12.1,-22.4
3125,ID-MA,2021-11-28,-4.0,-11.2,-42.7,-10.7,-3.8,6.4,-20.6,-39.8,0.1,-9.3,-11.7,-19.3,-17.9,-6.2
3126,ID-MU,2021-11-28,-39.9,-11.7,-20.5,-59.3,-22.1,13.4,-28.9,-48.8,-31.2,-29.5,-25.8,-31.1,-64.2,-40.4
3127,ID-PA,2021-11-28,-23.2,-14.7,-2.6,-20.1,-13.1,6.5,-26.1,-29.5,-10.9,-18.5,-27.5,-24.1,-24.7,-18.8
3128,ID-PB,2021-11-28,-35.6,-3.1,3.2,-29.5,-1.8,8.5,-12.2,-15.0,-1.4,-15.3,-23.3,-11.3,-24.6,-22.3
3129,ID-AC,2021-12-05,4.4,-0.6,25.3,14.1,11.0,1.2,9.3,20.1,9.0,8.0,-4.2,-1.8,17.0,9.8
3130,ID-SU,2021-12-05,17.6,1.3,37.3,19.8,11.0,-3.2,3.2,30.5,10.7,3.3,8.8,9.3,-2.7,16.1
3131,ID-SB,2021-12-05,17.0,2.8,-15.2,7.1,5.0,3.5,-5.0,15.7,2.3,-1.0,10.0,5.0,4.1,9.7
3132,ID-RI,2021-12-05,10.6,-11.1,-26.3,1.5,-7.5,6.5,-15.5,-26.1,-2.8,-6.1,4.7,-11.3,-2.8,1.5
3133,ID-JA,2021-12-05,5.0,-11.0,-37.4,-11.4,-5.5,-0.4,2.0,-2.7,3.4,-8.9,-3.3,-2.1,-9.2,-4.0
3134,ID-SS,2021-12-05,4.6,-1.5,-44.0,-24.5,-25.7,2.0,-4.7,-2.0,-4.8,-22.1,-2.0,-7.4,-21.1,-15.2
3135,ID-BE,2021-12-05,-5.8,-6.2,-3.1,-14.8,8.6,-1.3,2.4,-1.0,-8.8,-7.5,1.9,-15.2,-14.6,-4.0
3136,ID-LA,2021-12-05,-34.8,-2.8,-24.2,-16.3,-10.1,5.8,-6.6,-25.0,-7.7,-4.9,0.0,-22.5,-32.5,-20.4
3137,ID-BB,2021-12-05,-25.6,-8.9,21.9,-15.0,-6.8,2.8,-7.2,-8.6,-9.5,-7.2,-3.2,-9.6,-16.7,-15.8
3138,ID-KR,2021-12-05,3.1,2.4,-34.9,4.9,-15.5,0.3,-11.1,-18.8,-17.5,-1.4,-1.0,-15.2,-10.6,-2.5
3139,ID-JK,2021-12-05,12.9,2.9,-13.3,25.3,-5.3,-6.8,16.6,11.1,10.0,0.3,21.1,7.7,24.2,10.9
3140,ID-JB,2021-12-05,3.3,-12.5,-40.9,-8.6,-25.8,6.7,-13.5,-32.4,-0.1,-21.5,-23.1,-22.4,-4.9,-10.4
3141,ID-JT,2021-12-05,-1.4,9.5,19.5,-7.2,8.4,3.2,8.7,14.6,7.9,-5.8,-12.9,-2.5,4.4,-0.0
3142,ID-YO,2021-12-05,4.8,3.0,-11.9,-8.8,-4.0,0.1,7.3,9.0,8.6,3.7,6.3,-0.8,8.5,-2.7
3143,ID-JI,2021-12-05,-19.6,-8.3,-41.2,-19.0,-17.9,2.2,-8.0,-21.4,-12.8,-8.1,-21.9,-17.4,-9.1,-18.9
3144,ID-BT,2021-12-05,6.6,-4.8,21.2,3.7,2.5,5.7,-10.2,1.5,1.7,-2.8,-9.0,0.7,-13.7,4.3
3145,ID-BA,2021-12-05,-17.9,-10.4,-4.4,-8.9,1.0,-2.1,-5.5,5.8,-15.6,-7.7,-11.3,-3.4,-16.8,-8.6
3146,ID-NB,2021-12-05,-0.5,10.9,24.6,24.4,11.1,0.6,11.5,28.7,-5.4,6.3,-5.1,6.8,14.8,11.7
3147,ID-NT,2021-12-05,-4.9,-16.9,-16.7,-16.5,-15.4,4.7,-6.5,-40.0,-5.5,-18.4,-29.4,-19.5,-27.7,-12.3
3148,ID-KB,2021-12-05,-11.7,-1.1,-1.1,1.8,-1.7,4.6,-9.9,-15.8,2.8,3.6,-3.1,6.5,13.8,-3.9
3149,ID-KT,2021-12-05,11.4,4.5,-18.9,6.7,-7.7,-5.0,4.6,8.0,6.1,4.6,17.8,11.9,20.8,3.4
3150,ID-KS,2021-12-05,-8.8,-0.3,-18.7,-7.9,-14.7,7.0,-7.0,-18.5,6.8,-5.3,-18.9,-4.0,-4.7,-10.5
3151,ID-KI,2021-12-05,-6.6,0.5,16.1,6.4,10.2,-4.3,5.7,13.6,18.5,16.2,8.2,1.2,-7.5,3.3
3152,ID-KU,2021-12-05,-0.1,-5.5,19.9,21.2,18.1,-5.0,7.0,29.4,7.2,13.7,10.8,16.2,-0.4,13.1
3153,ID-SA,2021-12-05,-22.1,-4.8,-35.7,-12.8,-13.2,3.6,-10.0,-0.3,9.4,-2.2,-13.8,-6.0,-0.6,-16.0
3154,ID-ST,2021-12-05,-16.8,-11.0,-36.8,-10.8,-0.4,5.2,-8.4,-31.4,-12.3,-18.6,-12.6,-6.3,-2.0,-9.3
3155,ID-SN,2021-12-05,7.3,9.8,5.2,0.4,15.4,-7.2,-0.6,26.8,7.3,15.4,17.5,6.2,-4.8,7.7
3156,ID-SG,2021-12-05,-13.8,-1.6,-9.6,-19.5,-19.5,5.4,-11.6,-25.8,-8.2,-5.3,-21.3,-5.1,-6.4,-17.6
3157,ID-GO,2021-12-05,-17.5,-0.8,9.0,-17.3,-4.2,5.2,-14.4,-25.4,-9.2,-17.9,-19.3,-24.3,-33.8,-13.0
3158,ID-SR,2021-12-05,10.6,-2.3,-1.9,-8.0,4.8,-3.3,1.3,19.1,-10.3,-4.2,14.2,-7.8,-9.7,2.5
3159,ID-MA,2021-12-05,-9.2,-0.1,12.0,-27.1,3.2,0.1,2.2,-31.3,-10.0,-1.2,3.9,-18.3,-1.9,-11.0
3160,ID-MU,2021-12-05,17.1,0.6,18.2,-0.7,6.0,-1.1,-1.3,-19.3,13.2,4.4,-11.0,-4.3,10.0,7.5
3161,ID-PA,2021-12-05,-27.5,-2.2,-23.5,-19.8,0.8,4.2,-19.3,-23.1,-14.8,-17.0,1.6,-18.5,-37.4,-15.5
3162,ID-PB,2021-12-05,1.8,14.6,-5.1,8.8,14.0,-6.5,12.1,10.3,8.0,10.6,1.0,-0.3,10.1,8.2
3163,ID-AC,2021-12-12,-7.3,6.8,-20.9,19.6,-0.7,-0.4,11.4,27.4,18.6,5.0,7.5,9.8,-8.9,3.9
3164,ID-SU,2021-12-12,17.4,-5.0,3.1,17.7,11.0,-3.5,3.4,15.7,2.8,7.4,9.6,0.3,6.0,15.4
3165,ID-SB,2021-12-12,-23.2,0.1,17.2,-8.7,-1.4,4.8,-0.0,-11.7,-0.2,-3.4,-10.3,-6.5,-19.2,-11.1
3166,ID-RI,2021-12-12,-0.7,4.7,21.5,-9.4,-4.1,-3.5,4.8,16.8,0.4,-1.7,-4.3,-7.0,-12.0,-4.7
3167,ID-JA,2021-12-12,21.5,-5.4,6.7,1.0,-5.5,2.9,-8.0,1.2,9.6,5.5,-3.7,10.0,-11.3,5.7
3168,ID-SS,2021-12-12,-31.4,-15.8,-31.4,-28.5,0.0,2.9,-1.2,-19.5,-14.0,-17.7,0.2,-23.5,0.0,-20.0
3169,ID-BE,2021-12-12,-11.6,9.5,-22.7,2.0,-2.9,-1.0,0.1,9.0,-10.5,2.4,-5.6,-1.8,11.5,-4.2
3170,ID-LA,2021-12-12,22.1,11.1,11.4,14.7,-0.1,-0.9,-2.0,-5.9,4.1,6.1,18.0,14.4,-1.1,12.2
3171,ID-BB,2021-12-12,10.2,-9.1,-16.3,-0.6,-3.4,5.7,4.4,12.0,9.0,2.0,11.6,-11.7,-18.3,2.1
3172,ID-KR,2021-12-12,16.6,7.7,2.6,8.7,-10.9,-2.8,7.6,-6.1,-2.8,3.7,-13.2,-0.1,-9.7,4.8
3173,ID-JK,2021-12-12,-14.2,-0.3,-2.9,-5.4,-4.7,5.9,-14.7,-23.5,-9.9,-15.5,-10.0,-6.1,-25.9,-8.1
3174,ID-JB,2021-12-12,6.7,-0.4,12.8,6.2,-12.2,6.2,-13.7,-19.2,-8.2,-2.9,-12.7,-9.1,-12.5,0.2
3175,ID-JT,2021-12-12,-11.7,10.2,-26.2,3.0,16.2,1.1,4.7,-5.2,-11.8,-1.1,12.8,5.2,-10.2,2.5
3176,ID-YO,2021-12-12,25.2,8.3,25.1,20.5,11.2,-1.2,-1.5,18.5,-2.9,2.6,14.2,11.3,25.4,19.0
3177,ID-JI,2021-12-12,-17.1,1.1,-1.2,2.4,-19.3,4.2,-12.7,-29.9,-13.4,-13.6,-14.4,-6.8,3.2,-11.3
3178,ID-BT,2021-12-12,-0.6,-4.8,-23.9,-13.4,-13.1,3.0,-17.3,-37.6,-12.0,-23.3,-1.0,-11.8,-2.4,-9.0
3179,ID-BA,2021-12-12,-1.5,3.9,-27.7,-1.9,9.1,-0.7,0.2,-21.0,-5.3,-6.9,-5.6,2.9,-13.7,1.9
3180,ID-NB,2021-12-12,-3.4,2.4,-14.5,-4.6,15.0,1.4,0.5,-8.1,-8.6,8.8,11.0,12.2,16.2,2.3
3181,ID-NT,2021-12-12,6.5,3.3,-23.1,12.8,-4.4,0.0,6.6,-3.6,-0.1,7.0,12.7,5.9,8.7,5.0
3182,ID-KB,2021-12-12,4.4,4.6,18.7,8.8,2.1,-1.7,-4.1,-5.5,7.7,13.4,-8.0,13.2,18.9,5.1
3183,ID-KT,2021-12-12,17.8,0.9,24.5,10.6,13.7,-2.0,10.3,-0.2,-2.7,2.1,12.3,17.8,10.4,14.0
3184,ID-KS,2021-12-12,8.3,4.3,26.9,-5.6,13.4,-2.4,-0.5,10.9,1.0,-3.8,-10.3,-1.4,-11.5,5.4
3185,ID-KI,2021-12-12,-10.4,-5.8,-10.2,-16.3,8.6,3.3,-9.3,12.3,-6.8,-9.8,-5.2,-11.3,13.7,-6.1
3186,ID-KU,2021-12-12,-17.6,2.2,14.4,-11.8,2.1,1.5,4.3,12.0,-7.7,-7.6,-12.7,-4.6,5.8,-9.1
3187,ID-SA,2021-12-12,-13.9,8.1,-10.6,-6.5,3.8,1.8,-5.1,14.2,-12.3,9.5,2.1,6.5,11.9,-5.5
3188,ID-ST,2021-12-12,-4.1,-8.7,-8.9,7.9,3.4,6.0,-3.4,5.4,12.0,1.4,-14.3,-8.3,-5.3,2.4
3189,ID-SN,2021-12-12,-2.8,4.1,8.8,2.5,14.6,-2.2,9.4,-6.2,0.7,-1.6,11.6,8.5,1.7,4.8
3190,ID-SG,2021-12-12,-13.2,-16.4,10.4,-12.6,-10.5,4.1,-11.6,-31.5,-3.6,-21.5,-28.9,-26.6,-5.9,-12.1
3191,ID-GO,2021-12-12,2.1,-3.7,-8.4,20.4,20.4,2.4,-2.7,-0.1,4.9,-0.5,12.4,8.3,-2.7,14.3
3192,ID-SR,2021-12-12,12.8,-6.5,-4.0,12.1,12.2,-1.0,-5.7,9.1,-9.0,0.8,-6.5,1.4,26.3,12.4
3193,ID-MA,2021-12-12,6.7,-2.9,21.7,14.9,10.4,0.7,-2.7,1.9,12.1,10.0,6.7,2.4,-18.0,10.7
3194,ID-MU,2021-12-12,-0.8,-3.9,-9.1,-15.8,-23.4,2.1,-15.3,-26.5,9.3,-4.9,-4.8,-12.6,-8.5,-13.3
3195,ID-PA,2021-12-12,-25.4,-14.1,-21.3,-32.3,-11.4,1.5,-22.6,-23.0,-17.3,-15.3,-2.7,-20.6,-3.4,-23.0
3196,ID-PB,2021-12-12,2.2,-11.1,-38.0,-15.4,-15.6,-1.8,-1.5,-29.9,-16.4,-9.7,4.2,-13.9,-8.6,-9.6
3197,ID-AC,2021-12-19,0.3,5.1,-19.5,-9.7,-2.5,3.8,-7.4,-15.8,0.0,-8.2,-6.9,-4.6,-0.7,-4.0
3198,ID-SU,2021-12-19,-1.2,9.2,7.9,3.9,20.2,-5.2,-2.5,-2.6,8.3,10.9,2.8,5.4,21.5,7.6
3199,ID-SB,2021-12-19,15.8,-1.9,-7.9,-0.6,14.8,-4.3,-3.3,7.1,0.8,8.5,-4.7,1.5,13.8,10.0
3200,ID-RI,2021-12-19,7.8,-5.0,17.7,5.3,-0.5,0.6,2.2,20.7,-7.2,9.1,-8.7,-4.9,-6.2,4.2
3201,ID-JA,2021-12-19,-1.8,12.2,-13.0,2.0,6.3,-4.9,-4.2,24.5,13.9,2.5,-8.9,-3.2,13.4,2.2
3202,ID-SS,2021-12-19,17.9,-3.6,23.0,-6.1,-8.3,-2.8,1.9,7.5,13.9,-1.7,15.2,11.6,3.6,1.2
3203,ID-BE,2021-12-19,-16.5,-0.8,-2.6,-14.7,-9.8,1.6,-2.0,-3.3,9.0,-9.6,-9.3,-7.6,-8.4,-13.7
3204,ID-LA,2021-12-19,-7.5,5.0,-3.6,-18.4,-20.7,1.4,3.1,-13.0,2.3,-9.2,-16.4,-3.1,-18.4,-15.5
3205,ID-BB,2021-12-19,-15.2,-16.7,8.8,-6.7,-11.6,4.7,-0.7,-21.4,-15.5,-14.8,-21.5,-16.1,-22.5,-11.2
3206,ID-KR,2021-12-19,16.0,0.2,26.1,0.6,6.2,2.2,6.0,3.5,12.2,5.8,10.1,7.5,12.7,7.6
3207,ID-JK,2021-12-19,24.7,12.8,-5.1,3.3,11.6,-2.4,-2.6,6.2,-2.8,6.5,0.4,-1.9,13.0,13.2
3208,ID-JB,2021-12-19,-5.8,-12.3,-33.1,-4.4,-16.6,-2.4,-5.1,-30.7,-15.3,-17.3,-2.1,-3.8,-18.5,-9.0
3209,ID-JT,2021-12-19,-13.6,0.6,-17.0,-11.3,-6.5,-2.3,9.0,-12.5,0.3,3.2,-14.3,-2.4,6.4,-10.5
3210,ID-YO,2021-12-19,0.4,-2.6,-12.6,-9.5,4.3,2.7,-8.9,-12.8,-5.2,-17.3,-10.8,-8.5,-2.3,-1.6
3211,ID-JI,2021-12-19,-14.7,2.1,2.4,-6.7,-2.1,5.6,-2.1,-18.5,-2.1,-3.3,-6.5,0.8,-3.1,-7.8
3212,ID-BT,2021-12-19,-12.2,-8.8,7.0,-9.1,12.0,-0.7,-2.1,13.4,-0.1,-1.5,-2.2,-6.0,7.9,-3.1
3213,ID-BA,2021-12-19,3.5,7.2,5.2,15.9,14.3,-5.3,5.1,5.8,-5.8,4.0,14.6,6.6,-4.0,11.2
3214,ID-NB,2021-12-19,21.6,5.5,-14.2,9.6,4.9,-6.2,6.4,-4.4,18.3,12.2,-4.9,4.5,28.0,12.0
3215,ID-NT,2021-12-19,7.0,-10.9,23.0,-17.6,5.4,0.9,5.5,10.0,-13.7,3.4,10.5,-7.1,-20.1,-1.7
3216,ID-KB,2021-12-19,1.1,-0.7,3.3,-3.3,-17.7,0.4,-11.1,-32.7,5.6,-10.0,-21.8,-16.9,-19.2,-6.6
3217,ID-KT,2021-12-19,17.6,1.9,5.8,2.8,11.4,1.1,16.0,1.2,17.3,2.5,17.5,18.2,2.9,10.6
3218,ID-KS,2021-12-19,-4.2,7.6,-11.4,8.7,7.4,-4.0,9.4,3.4,9.5,0.2,11.2,2.4,6.0,4.0
3219,ID-KI,2021-12-19,-3.7,-3.5,-42.3,-8.4,-5.4,5.1,-14.4,-0.8,-21.0,-8.8,0.2,-13.0,-16.1,-5.8
3220,ID-KU,2021-12-19,-4.0,-13.7,6.5,-6.1,-6.6,0.5,-1.3,-25.6,-19.7,-14.0,-16.6,-1.0,2.9,-5.6
3221,ID-SA,2021-12-19,-11.7,11.6,5.8,11.4,16.8,-0.3,8.9,-8.3,11.7,7.3,-6.9,-0.1,3.2,5.5
3222,ID-ST,2021-12-19,19.9,-0.2,-27.2,-10.2,-8.7,1.1,-8.8,9.5,8.1,6.7,-4.8,8.7,-8.3,0.3
3223,ID-SN,2021-12-19,-26.6,0.7,-26.6,-8.3,-0.9,3.4,-15.9,-25.5,-15.5,-24.7,-9.9,-19.3,-36.6,-12.0
3224,ID-SG,2021-12-19,-2.6,-5.3,-24.8,-20.3,-1.9,3.5,-18.0,-20.1,-10.1,-3.4,-23.4,-13.6,-9.9,-8.3
3225,ID-GO,2021-12-19,9.2,5.9,22.4,5.7,12.4,-3.9,-2.4,0.4,-3.3,13.5,17.5,-0.2,25.0,9.1
3226,ID-SR,2021-12-19,11.4,7.3,-6.6,-6.9,-8.4,5.0,4.6,-8.3,-3.8,-5.2,-6.7,-6.0,0.7,-1.3
3227,ID-MA,2021-12-19,-6.8,3.1,10.9,16.4,-11.4,-4.3,-1.6,-1.7,5.0,-1.4,11.7,-1.7,-8.3,-0.6
3228,ID-MU,2021-12-19,-25.6,1.7,-21.8,-27.7,-12.3,7.3,-4.9,-6.0,-9.1,-21.2,-12.3,-20.3,4.4,-21.8
3229,ID-PA,2021-12-19,-13.5,-3.9,-9.7,-16.3,-1.5,5.1,6.1,2.5,-12.1,-11.9,-13.7,5.7,-20.8,-10.5
3230,ID-PB,2021-12-19,-1.9,-8.0,2.5,-7.5,-3.2,-2.1,7.5,1.0,6.0,-4.4,-5.4,10.8,-0.5,-4.2
3231,ID-AC,2021-12-26,-24.2,2.3,14.5,-30.5,-10.9,7.4,-7.8,-35.9,-15.1,-21.9,-22.5,-8.7,-15.8,-21.9
3232,ID-SU,2021-12-26,21.3,6.0,-2.0,15.7,6.2,-7.3,4.1,10.0,-7.9,1.8,5.5,-2.3,-0.6,14.4
3233,ID-SB,2021-12-26,25.2,12.7,25.8,8.4,11.7,1.3,-0.5,0.4,5.7,-1.5,-4.2,8.7,30.7,15.1
3234,ID-RI,2021-12-26,-34.9,-3.1,-12.8,-13.0,-3.0,8.1,-11.0,-20.4,-20.9,-12.6,-13.3,-23.5,-37.8,-17.0
3235,ID-JA,2021-12-26,-12.2,10.5,-7.8,7.7,1.5,1.2,7.7,1.4,-3.5,2.3,-6.1,11.6,-6.8,-1.0
3236,ID-SS,2021-12-26,-15.5,-8.2,-4.4,-2.8,-21.6,6.7,-6.6,-14.1,-15.2,-12.5,-1.0,-10.4,-26.4,-13.3
3237,ID-BE,2021-12-26,1.2,12.2,13.7,4.6,-1.7,-3.5,13.1,27.2,-2.5,-1.3,-4.7,5.2,5.0,1.4
3238,ID-LA,2021-12-26,-3.8,-16.1,-41.7,-17.3,-17.8,5.1,-3.1,-29.1,-12.5,-19.4,-13.0,-14.0,-29.1,-13.0
3239,ID-BB,2021-12-26,1.4,6.5,-4.6,-2.5,13.4,4.4,-5.6,4.8,-11.7,0.7,10.4,-4.3,14.9,4.1
3240,ID-KR,2021-12-26,-10.8,6.1,22.1,9.5,-2.6,-4.4,-5.8,14.1,-6.4,0.6,5.8,-5.6,17.2,-1.3
3241,ID-JK,2021-12-26,8.1,10.8,1.6,5.1,-1.2,3.4,0.5,3.4,10.9,12.3,-12.6,5.5,18.0,4.0
3242,ID-JB,2021-12-26,6.4,-6.8,25.5,-5.2,-7.0,-4.5,1.1,8.6,-4.2,-1.7,2.2,7.4,14.6,-1.9
3243,ID-JT,2021-12-26,-19.1,0.6,-41.9,-20.3,-6.9,8.0,-14.5,-26.6,-13.3,-20.0,-20.2,-9.2,-6.2,-15.4
3244,ID-YO,2021-12-26,-2.8,-4.5,9.7,-4.2,-13.2,3.5,7.1,14.6,-11.6,-5.7,11.4,6.8,-11.4,-6.7
3245,ID-JI,2021-12-26,1.3,-0.7,0.2,3.4,6.5,1.0,-5.0,2.4,-17.1,-2.7,-1.2,-2.5,-18.2,3.7
3246,ID-BT,2021-12-26,1.4,-4.8,2.9,-1.8,-8.2,-0.8,0.3,-16.8,-5.7,-11.1,-5.2,-4.6,-1.3,-2.9
3247,ID-BA,2021-12-26,13.6,-6.1,-6.5,-18.5,6.2,4.8,1.5,-6.7,-4.3,-12.8,-6.4,-5.9,3.5,0.4
3248,ID-NB,2021-12-26,8.0,-2.3,11.0,14.6,17.6,-3.5,7.1,25.1,3.2,13.8,13.5,2.5,6.7,13.4
3249,ID-NT,2021-12-26,-2.1,4.0,19.8,9.2,6.5,-6.3,12.9,28.5,8.6,-3.3,-9.4,5.9,9.9,4.5
3250,ID-KB,2021-12-26,-5.7,-6.3,-41.2,-8.8,-21.8,5.4,-9.2,-27.3,-17.0,-18.0,-1.5,-6.6,-18.6,-12.1
3251,ID-KT,2021-12-26,24.2,8.1,24.6,18.0,-9.6,-6.4,7.0,-1.2,9.3,5.3,-0.6,-2.3,18.6,10.9
3252,ID-KS,2021-12-26,-15.0,-9.1,-11.2,-5.8,-17.4,2.0,-6.3,-30.4,1.5,-6.1,-4.8,-0.8,0.4,-12.7
3253,ID-KI,2021-12-26,-10.1,7.6,9.1,6.6,20.8,-7.0,9.4,18.5,6.1,8.6,11.1,4.0,-4.0,5.8
3254,ID-KU,2021-12-26,-6.3,-12.3,7.4,-20.4,-21.8,1.2,-15.8,-34.4,-19.6,-20.9,-4.8,-22.3,-32.5,-16.2
3255,ID-SA,2021-12-26,-16.6,-16.5,8.5,-9.0,-7.0,4.1,-16.0,-15.8,-10.8,-12.7,-6.2,-6.5,-0.5,-10.9
3256,ID-ST,2021-12-26,-0.6,-10.6,-9.2,-3.9,4.5,2.1,-0.2,-24.7,2.6,-16.5,-16.4,-14.0,-31.6,-0.0
3257,ID-SN,2021-12-26,-6.8,5.0,30.5,7.8,-4.5,3.2,11.8,22.8,5.8,-1.7,12.2,-3.1,18.9,-1.2
3258,ID-SG,2021-12-26,22.0,-0.5,-5.0,21.7,18.9,-1.4,4.7,14.4,17.2,11.0,11.8,14.7,-7.5,20.9
3259,ID-GO,2021-12-26,21.1,0.6,30.6,-1.1,10.6,1.7,8.4,-4.6,10.2,-5.0,16.0,-4.0,12.1,10.2
3260,ID-SR,2021-12-26,-2.5,-12.8,-8.2,-4.3,-0.6,4.5,-4.7,-23.1,0.9,-3.8,4.0,0.3,-30.3,-2.5
3261,ID-MA,2021-12-26,-15.1,4.2,-37.1,-8.0,-12.8,4.3,0.4,-16.3,2.1,-9.0,-2.6,-0.5,-2.2,-12.0
3262,ID-MU,2021-12-26,11.3,-3.7,-18.4,14.2,0.6,0.3,1.3,20.4,12.4,0.2,6.5,2.6,15.4,8.7
3263,ID-PA,2021-12-26,21.3,-2.1,12.9,-13.3,11.7,-1.7,8.6,-6.6,-5.0,3.4,-9.6,6.1,-14.4,6.6
3264,ID-PB,2021-12-26,24.9,12.2,-3.4,11.9,-3.5,-3.2,6.5,10.4,3.6,-2.7,17.8,15.3,6.8,11.1
3265,ID-AC,2022-01-02,-0.9,-14.9,16.1,-22.0,-2.6,5.1,0.5,-20.3,-6.7,-16.0,-3.3,-10.4,-12.1,-8.5
3266,ID-SU,2022-01-02,24.0,2.7,16.7,20.3,-5.2,-6.6,15.4,26.7,17.9,7.0,1.5,9.8,-2.0,13.0
3267,ID-SB,2022-01-02,10.3,4.7,-7.8,8.7,1.1,-1.5,9.1,-6.9,1.2,10.3,19.5,-1.0,7.6,6.7
3268,ID-RI,2022-01-02,-23.2,4.8,14.0,3.7,8.7,5.7,-2.7,-6.1,-0.1,3.9,-10.6,5.7,4.7,-3.6
3269,ID-JA,2022-01-02,-15.4,-12.7,11.2,-3.5,-0.2,3.5,-11.7,-21.1,-16.5,-15.8,-16.1,-17.8,1.4,-6.4
3270,ID-SS,2022-01-02,-5.5,12.8,11.9,-3.3,19.1,-6.8,-2.9,-5.2,-9.2,17.3,12.4,7.9,2.6,3.4
3271,ID-BE,2022-01-02,-9.8,1.5,13.1,-6.9,-3.7,4.9,-15.5,-34.3,-17.8,-19.2,4.7,-12.5,-7.3,-6.8
3272,ID-LA,2022-01-02,-20.6,-5.1,-26.5,-6.6,-7.2,0.5,1.0,3.0,-12.6,-10.1,-9.7,-14.7,-25.3,-11.5
3273,ID-BB,2022-01-02,-34.9,0.2,-42.8,-23.3,-14.4,1.1,-20.1,-37.4,4.8,-25.4,-15.1,-20.2,-11.3,-24.2
3274,ID-KR,2022-01-02,-0.1,1.3,6.2,-3.5,-5.7,5.7,-2.4,-17.6,2.6,-17.0,-17.5,-13.3,5.4,-3.1
3275,ID-JK,2022-01-02,-25.9,-9.1,15.8,-1.6,-25.0,-0.7,-8.0,-33.8,-4.8,-6.6,-14.6,-16.2,-1.4,-17.5
3276,ID-JB,2022-01-02,-22.9,-11.5,-32.3,-10.6,1.7,3.9,-5.5,-29.1,-3.4,-24.2,-10.5,-8.5,-11.8,-10.6
3277,ID-JT,2022-01-02,-6.0,8.2,14.6,10.1,-8.6,-4.1,2.6,11.0,6.9,10.5,-4.3,9.1,1.2,-1.5
3278,ID-YO,2022-01-02,-17.3,0.1,-28.9,-11.4,-11.2,2.4,-12.9,-24.3,-14.2,-10.2,-18.0,-10.8,-12.2,-13.3
3279,ID-JI,2022-01-02,12.6,8.3,-3.8,-2.0,-2.1,-4.3,8.7,-5.5,5.4,9.9,5.3,1.5,-15.2,2.9
3280,ID-BT,2022-01-02,11.7,2.4,-10.8,-13.6,-18.7,3.6,-8.4,-28.5,3.6,-12.4,-15.4,-5.0,-7.3,-6.9
3281,ID-BA,2022-01-02,-0.8,-13.7,-10.8,-6.9,-12.2,9.3,-9.2,-39.9,-21.0,-3.4,-13.0,-19.8,-31.9,-6.6
3282,ID-NB,2022-01-02,-2.9,2.9,-15.1,16.5,-0.7,-5.8,-4.6,24.6,-11.6,-3.0,3.3,10.9,0.4,4.3
3283,ID-NT,2022-01-02,0.5,-4.1,-6.7,-3.3,-0.2,3.5,-0.9,-24.4,8.9,-2.3,-1.5,-14.2,-3.1,-1.0
3284,ID-KB,2022-01-02,-12.3,-8.1,-1.7,-9.8,-0.1,1.1,-7.5,9.4,9.0,6.0,8.0,-2.7,2.6,-7.4
3285,ID-KT,2022-01-02,15.9,-1.1,-13.0,-3.7,-3.1,0.6,8.8,23.2,-9.2,-2.5,-8.4,9.1,-9.5,3.0
3286,ID-KS,2022-01-02,15.4,6.0,30.3,-7.3,-5.9,-3.8,8.7,11.7,-7.1,10.5,-12.7,3.2,-6.0,0.7
3287,ID-KI,2022-01-02,-1.8,-12.5,5.0,-17.2,-11.3,-2.1,-11.4,0.5,-16.5,3.6,-11.6,-12.7,-7.4,-10.1
3288,ID-KU,2022-01-02,-12.3,9.7,28.3,2.3,14.2,-3.1,3.3,-0.4,11.0,5.9,10.3,10.2,3.9,1.4
3289,ID-SA,2022-01-02,12.8,-4.1,-19.5,2.1,-6.8,2.9,3.8,-5.4,-6.2,6.1,-7.9,-11.7,13.0,2.7
3290,ID-ST,2022-01-02,9.2,-1.4,2.1,-9.9,-5.5,-1.4,3.5,16.5,8.1,-5.4,8.0,-0.6,-19.8,-2.0
3291,ID-SN,2022-01-02,-12.7,-15.4,-9.4,-11.7,-11.5,8.9,-14.0,-19.0,-7.2,-10.9,-16.3,-16.1,-18.7,-11.9
3292,ID-SG,2022-01-02,0.7,-3.9,-35.2,-9.1,-15.1,0.9,-3.3,-24.8,1.6,-12.9,-19.5,-7.8,-6.9,-7.8
3293,ID-GO,2022-01-02,0.8,1.2,12.0,6.8,11.9,2.2,-5.4,18.9,-10.5,8.9,-6.7,-6.7,-6.4,6.5
3294,ID-SR,2022-01-02,-13.3,6.8,12.4,16.1,-12.8,-3.1,-2.1,10.3,-1.7,2.9,15.4,9.6,2.5,-3.3
