id_vaksinasi,iso_code,tanggal,vaksin_sinovac,vaksin_astrazeneca,vaksin_pfizer,vaksin_moderna,vaksin_novavax,vaksin_lainnya,dosis_1,dosis_2,dosis_booster,lansia_vaksin,dewasa_vaksin,remaja_vaksin,anak_vaksin,nakes_vaksin,guru_vaksin,petugas_publik_vaksin,puskesmas_vaksin,rumah_sakit_vaksin,sentra_vaksin,drive_thru_vaksin,kipi_ringan,kipi_sedang,kipi_berat
2099,ID-SA,2022-05-02,3143,4129,5973,1658,0,0,3545,5054,4181,3111,8953,1314,690,1663,1387,1051,6079,4442,1909,1199,197,122,11
2100,ID-ST,2022-05-02,2976,1716,3637,1398,0,0,2497,3418,2339,2402,6697,806,613,604,595,257,5638,2416,1816,638,224,84,7
2101,ID-SN,2022-05-02,8007,3261,10082,4717,1306,3048,8332,14608,6847,6139,22654,1952,990,3953,2268,700,16399,8966,4921,4474,306,271,11
2102,ID-SG,2022-05-02,4827,1866,5015,4283,0,0,3485,5166,5419,2910,10801,1595,199,1897,697,322,6449,3342,1929,2082,243,49,12
2103,ID-GO,2022-05-02,2275,1967,3698,1245,0,0,2312,3062,3243,1827,5525,1296,564,499,811,348,4468,1865,1449,814,235,46,7
2104,ID-SR,2022-05-02,1404,1154,2493,1232,0,0,1790,3072,1844,1325,3835,930,26,811,405,496,2887,1883,834,475,271,24,3
2105,ID-MA,2022-05-02,1611,1120,2430,1503,0,0,1411,2915,3132,1299,4342,502,310,830,298,470,3360,1898,1179,430,275,17,3
2106,ID-MU,2022-05-02,2953,1140,3364,1704,0,0,1949,4326,3944,2079,5894,850,279,1033,690,287,5001,2491,1058,549,201,40,3
2107,ID-PA,2022-05-02,5192,2097,6339,1853,0,0,4628,5177,7640,2533,9866,1996,515,1152,842,697,8697,4622,2746,1585,751,122,12
2108,ID-PB,2022-05-02,4091,1967,5881,1588,0,0,2712,6187,3602,2975,9226,829,314,1536,1010,329,7065,3923,2261,1328,139,124,12
2109,ID-AC,2022-05-09,1575,1823,2962,1660,0,0,2275,2745,2454,1691,5005,459,287,772,646,355,3270,2226,1103,1121,224,54,0
2110,ID-SU,2022-05-09,24835,15083,31183,8692,0,0,22914,29852,16879,19457,54538,4727,242,8603,3872,2653,32483,19624,9776,9974,2959,321,48
2111,ID-SB,2022-05-09,1561,1072,1951,1268,0,0,1478,2203,1517,974,3856,553,431,699,216,225,2433,1206,783,795,176,50,5
2112,ID-RI,2022-05-09,7611,4569,14771,4091,0,0,8447,11124,11720,4751,20377,4640,798,2736,1174,2372,15559,6834,5913,3123,1236,146,11
2113,ID-JA,2022-05-09,3952,2866,5454,3292,0,0,4470,5776,4440,3073,9913,2008,455,2143,612,785,8060,4359,1808,1253,664,79,9
2114,ID-SS,2022-05-09,11778,5244,17536,6410,0,0,11028,12506,16197,7290,25331,2087,1229,4471,2374,1088,23185,10132,6254,5326,1018,249,34
2115,ID-BE,2022-05-09,909,812,1381,597,0,0,787,1660,1399,869,2338,394,296,527,300,75,2031,972,417,313,88,10,1
2116,ID-LA,2022-05-09,10854,5055,12755,5550,0,0,9656,14836,9082,5733,22369,2776,1816,4585,2958,936,20527,9368,3821,3232,508,107,9
2117,ID-BB,2022-05-09,2733,2695,4518,2192,0,0,2578,3851,3988,2195,7683,1208,664,691,1155,410,7163,3500,1475,1694,446,86,2
2118,ID-KR,2022-05-09,992,971,1498,934,0,0,1315,1609,1088,1058,2777,406,123,515,194,120,1830,946,722,490,208,21,2
2119,ID-JK,2022-05-09,12626,6787,18539,8318,0,0,10783,16791,14764,8975,28711,5520,2033,6681,4448,1025,22059,12104,5107,6631,700,351,17
2120,ID-JB,2022-05-09,59239,35211,100214,33584,0,0,55244,105980,61848,36504,167941,13401,8708,25956,15506,8840,92599,54479,42066,13680,2659,1700,157
2121,ID-JT,2022-05-09,9318,11049,13091,5468,0,0,9222,12630,11584,6507,26827,2292,3188,3499,1710,2868,22082,10645,4828,4360,1875,66,27
2122,ID-YO,2022-05-09,3071,2654,3302,2502,0,0,2339,4529,3316,2117,8085,1611,519,1139,1088,314,6660,3341,2100,1439,480,101,6
2123,ID-JI,2022-05-09,13822,13969,26496,8015,0,0,17352,29766,25652,10571,40488,7691,2886,6265,3525,4516,30568,12823,11384,8512,680,465,27
2124,ID-BT,2022-05-09,3145,1746,3530,843,0,0,2720,4098,3038,2268,6143,1034,345,1259,754,260,5119,2088,1177,562,355,14,6
2125,ID-BA,2022-05-09,1110,481,1310,646,0,0,891,1213,1329,805,2154,179,23,411,144,262,1765,846,431,492,52,10,2
2126,ID-NB,2022-05-09,2422,1229,3373,2310,372,869,2968,4355,4831,2594,7193,1454,135,965,319,749,6250,2607,1440,974,109,59,10
2127,ID-NT,2022-05-09,2352,2193,3676,1023,0,0,1970,3877,2088,1505,6265,670,471,1300,916,408,4504,2582,998,1338,166,26,7
2128,ID-KB,2022-05-09,3568,1928,4264,1805,194,453,2610,6036,5167,2657,8109,833,978,1029,577,604,6495,2519,2273,1683,278,95,5
2129,ID-KT,2022-05-09,2728,1755,3955,1645,661,1542,2574,4496,4428,2081,7689,728,906,1775,615,418,5734,2688,1576,629,355,121,5
2130,ID-KS,2022-05-09,3195,1753,3824,2643,0,0,2771,4144,4710,2327,7045,1537,975,1128,833,610,4969,3148,2162,1604,347,107,10
2131,ID-KI,2022-05-09,1321,1625,1979,1613,0,0,1530,2233,2806,1228,3975,787,271,780,479,491,3517,1450,974,501,190,35,1
2132,ID-KU,2022-05-09,1082,596,1860,1079,0,0,1349,2102,1268,1091,2830,426,358,612,182,294,2749,1210,667,618,113,36,4
2133,ID-SA,2022-05-09,4608,3236,5235,3357,0,0,4753,5697,8114,3189,11538,1568,511,977,1485,1212,8821,3701,2605,2304,657,129,9
2134,ID-ST,2022-05-09,3130,1519,6442,4197,0,0,3111,6835,4595,3447,9592,1889,173,2113,670,975,6528,4524,1609,886,159,69,5
2135,ID-SN,2022-05-09,6711,6627,9880,3784,0,0,6774,10845,11201,5785,18092,2832,2667,2294,1756,1681,13455,7378,3660,3241,785,51,23
2136,ID-SG,2022-05-09,1548,889,1448,458,0,0,1245,1349,1357,959,3218,564,277,465,238,92,2484,1286,748,536,78,9,2
2137,ID-GO,2022-05-09,2571,1877,3543,2706,0,0,3190,4431,3107,1623,6785,1542,1004,888,801,853,6157,3119,1349,638,429,14,5
2138,ID-SR,2022-05-09,2907,2362,2716,1320,0,0,2641,3316,2903,1802,5930,1385,700,853,728,740,4726,2592,1806,1097,154,69,4
2139,ID-MA,2022-05-09,1742,1350,2544,1248,0,0,1424,3021,2549,1315,4519,422,438,934,368,398,3309,1423,881,500,303,28,1
2140,ID-MU,2022-05-09,3320,1517,5225,2324,0,0,3511,5143,4654,2930,7886,1770,220,1839,415,634,5776,3619,1624,1823,138,31,2
2141,ID-PA,2022-05-09,2296,2012,3898,3081,0,0,3158,5017,2994,1923,8155,732,70,1562,686,768,5806,2801,2061,747,146,60,10
2142,ID-PB,2022-05-09,3956,2699,4572,1630,0,0,2752,6290,4923,2055,9287,1279,637,986,1075,319,6018,2683,1903,1076,138,120,9
2143,ID-AC,2022-05-16,2902,1729,5878,3123,0,0,3716,4837,4319,2154,10020,1634,1327,1116,991,593,6765,3103,2023,2029,308,98,12
2144,ID-SU,2022-05-16,12363,5437,18619,11053,0,0,11591,17773,20186,9316,33297,6988,583,2686,3387,3704,27099,12607,7619,2783,1195,364,4
2145,ID-SB,2022-05-16,5288,3036,4009,1792,0,0,3444,6672,6108,3159,9123,964,714,1903,1362,282,8388,3134,2182,1413,567,67,11
2146,ID-RI,2022-05-16,4890,2165,5318,3189,0,0,3248,7042,5635,3179,11047,2073,935,1573,1226,873,6826,3390,1882,1682,259,93,14
2147,ID-JA,2022-05-16,1849,2136,3552,1572,0,0,2722,4176,3273,2082,5857,896,631,807,480,184,3904,2502,1292,642,423,18,1
2148,ID-SS,2022-05-16,5359,2358,4764,1728,0,0,3440,5132,3858,3264,10083,714,399,1997,794,914,7514,3172,1827,1520,516,68,3
2149,ID-BE,2022-05-16,3181,2382,3814,3757,0,0,2826,5727,4606,2602,8018,720,335,1347,1171,678,7244,2985,2139,1517,257,84,5
2150,ID-LA,2022-05-16,5801,6401,10634,5312,0,0,7757,11894,7344,5645,19947,2890,2305,2966,1258,1778,13502,7264,4304,2379,419,141,16
2151,ID-BB,2022-05-16,4578,1402,5814,1975,0,0,3776,4817,2907,3178,9572,1836,869,1012,936,680,7525,3249,1533,1519,151,130,4
2152,ID-KR,2022-05-16,3924,3261,6791,3995,0,0,3911,8657,7799,3998,10937,1607,276,2191,1052,1039,7853,3752,1898,1624,508,176,14
2153,ID-JK,2022-05-16,9804,6542,15344,8332,0,0,9934,16271,8816,8439,26167,4307,1059,3722,3861,2179,20559,8873,5449,4771,849,280,9
2154,ID-JB,2022-05-16,26982,10796,33738,12664,3908,9118,29005,42633,33966,18367,59908,10075,7581,5939,6566,4328,46532,21497,15361,5068,1898,415,51
2155,ID-JT,2022-05-16,20784,10428,30381,14456,0,0,16330,28849,31171,13862,45757,4866,7063,9178,6771,3839,41249,17908,13497,9826,842,501,47
2156,ID-YO,2022-05-16,2618,2167,4017,1207,0,0,2699,3538,4396,2491,7041,1431,64,767,320,502,4938,2225,1722,988,209,85,9
2157,ID-JI,2022-05-16,36424,24525,38751,16310,0,0,31506,46109,48315,24058,80673,11096,1734,7440,6966,8377,55194,31032,20373,9556,2282,1107,12
2158,ID-BT,2022-05-16,2035,2285,4018,2430,0,0,2666,4133,4974,2680,7220,1499,470,1144,968,662,6239,2270,1462,1476,270,68,1
2159,ID-BA,2022-05-16,4294,3889,4689,4127,0,0,3463,6262,3432,2592,11759,2159,1050,987,924,880,9952,4977,2072,1845,619,149,14
2160,ID-NB,2022-05-16,1646,1137,2043,827,126,294,1272,2724,2191,1284,3898,354,377,773,426,360,3534,1458,971,430,73,36,2
2161,ID-NT,2022-05-16,3176,1083,3028,2477,72,168,2675,3872,3109,1565,7262,1322,208,1404,755,238,4282,2853,1291,1205,301,20,5
2162,ID-KB,2022-05-16,1083,926,2426,771,24,57,1338,1659,1555,1081,3878,690,308,665,487,231,2649,1566,652,677,92,18,2
2163,ID-KT,2022-05-16,1059,639,1842,825,0,0,955,1402,998,939,2653,524,238,543,292,197,1975,1281,466,643,91,4,3
2164,ID-KS,2022-05-16,3695,1767,4742,1826,0,0,3154,4058,4208,2820,7310,1747,304,1151,806,267,5772,2590,1236,1546,470,102,5
2165,ID-KI,2022-05-16,1015,498,1310,845,0,0,865,1730,886,876,2629,469,81,306,217,211,2097,892,387,544,89,36,2
2166,ID-KU,2022-05-16,4821,2977,5715,2415,0,0,3957,7617,4202,3670,10925,2337,929,2272,821,573,7841,4581,2936,862,280,140,2
2167,ID-SA,2022-05-16,4435,3076,6073,3266,0,0,3400,5475,4068,3239,12085,1680,1532,2138,869,590,8938,3653,1854,2213,560,36,11
2168,ID-ST,2022-05-16,2752,2391,4109,2749,42,98,3098,5543,5882,2779,7298,1707,652,725,587,955,5463,3076,2147,622,271,35,3
2169,ID-SN,2022-05-16,12348,6229,13476,7045,496,1159,9454,20086,19244,7713,29100,2176,2683,3397,2802,891,22133,11848,6421,3462,1842,317,24
2170,ID-SG,2022-05-16,2539,1892,2152,821,0,0,1713,2548,2688,1620,5336,616,400,784,247,361,3881,2155,1332,828,288,14,2
2171,ID-GO,2022-05-16,2846,2448,3460,2355,0,0,2926,5081,2602,1994,7378,658,662,1215,529,524,4522,3185,1562,959,485,102,5
2172,ID-SR,2022-05-16,2570,2560,3422,1570,0,0,2811,4319,3236,2021,7291,936,364,1134,553,566,4390,2255,1297,1289,154,91,6
2173,ID-MA,2022-05-16,3074,2293,6436,2630,0,0,3333,6195,5166,2730,9335,2001,791,1058,653,578,8487,3838,2528,1011,524,25,4
2174,ID-MU,2022-05-16,2664,2072,5153,3219,0,0,3796,4361,4614,2588,8448,1253,1088,1689,802,850,5837,3435,2367,799,531,22,9
2175,ID-PA,2022-05-16,4178,3704,4952,2806,0,0,4170,6326,7574,3618,10935,969,992,1956,1231,951,7208,3953,2044,1210,697,43,8
2176,ID-PB,2022-05-16,2810,2465,3656,1665,0,0,2633,4390,4816,1997,7163,787,306,688,410,533,5504,2395,1391,1149,508,22,2
2177,ID-AC,2022-05-23,7096,4368,8490,3520,0,0,4851,9041,10140,5095,14253,3126,1566,1765,2199,898,10917,7040,3502,3428,1026,27,19
2178,ID-SU,2022-05-23,8298,7084,16459,6662,0,0,11339,19203,11751,7600,24186,3563,3741,2965,3105,974,17458,10123,5801,1985,393,77,16
2179,ID-SB,2022-05-23,3548,1711,3950,1738,0,0,2581,3896,5004,2355,7104,1395,594,1486,622,242,6288,2380,1526,1342,479,61,6
2180,ID-RI,2022-05-23,3584,3265,4438,2454,0,0,3475,6479,5689,3406,9588,718,816,730,1304,924,7484,3277,1718,691,149,14,9
2181,ID-JA,2022-05-23,2103,766,2591,672,2,5,1279,2472,1653,953,3847,698,231,745,243,490,2681,1354,918,818,211,24,2
2182,ID-SS,2022-05-23,5612,2593,4523,3177,0,0,3595,5515,4187,3727,9934,2000,1044,1377,1133,368,8887,4392,2960,2324,517,143,12
2183,ID-BE,2022-05-23,2877,3088,4846,2924,0,0,3343,4518,2991,2581,8368,721,771,1657,562,485,5524,3178,1728,1647,200,119,4
2184,ID-LA,2022-05-23,10714,9026,14667,6224,0,0,9832,18017,19992,10068,25331,3497,1172,5389,2436,915,17285,11183,6400,2775,714,135,17
2185,ID-BB,2022-05-23,3271,1175,3669,1400,0,0,2448,3553,4485,1965,5931,536,459,1300,499,530,4990,2339,1330,775,156,81,7
2186,ID-KR,2022-05-23,3584,1845,4288,2295,0,0,2916,4583,3653,2347,7585,1483,94,753,420,402,6631,3243,1820,1028,221,96,9
2187,ID-JK,2022-05-23,4907,4665,6465,4875,0,0,4785,9517,6262,4776,13452,2104,1489,1528,1249,1071,9202,5631,2848,1822,448,27,18
2188,ID-JB,2022-05-23,77077,65337,83938,66820,0,0,68953,116693,118465,52376,192604,42379,623,37710,28349,18594,154813,82357,50861,19104,11713,1533,283
2189,ID-JT,2022-05-23,27611,29086,31714,11422,1405,3279,30414,32168,27592,15889,65525,6298,1462,11310,10167,2758,43825,29402,16684,7571,1843,627,96
2190,ID-YO,2022-05-23,1653,1201,1597,611,0,0,1079,2271,2146,816,3237,355,240,423,164,198,2869,1211,781,476,162,41,3
2191,ID-JI,2022-05-23,65010,44097,87567,23248,0,0,47912,89584,56269,52921,155251,19644,7426,28438,12979,13377,97100,59758,40079,23369,3855,289,195
2192,ID-BT,2022-05-23,1536,1354,2377,1707,36,84,1489,2544,2139,1386,5307,751,332,807,293,304,4085,2042,943,556,351,44,0
2193,ID-BA,2022-05-23,3342,1931,4358,1196,0,0,2949,3275,4425,2096,8019,1614,616,1198,489,557,4565,2781,1782,1501,380,39,10
2194,ID-NB,2022-05-23,4069,2476,4663,4077,0,0,3184,6712,3097,2509,9379,1279,755,2159,1014,669,6779,4466,2221,1273,276,136,1
2195,ID-NT,2022-05-23,3287,2000,3456,1692,0,0,2538,4982,3755,2414,7565,802,72,923,980,245,5574,2509,1944,1309,231,68,8
2196,ID-KB,2022-05-23,1768,989,2042,1414,0,0,1707,1961,1876,1204,3789,338,127,344,473,177,2895,1500,967,701,308,48,3
2197,ID-KT,2022-05-23,3317,3071,4885,1649,0,0,2915,4292,2971,2671,9244,861,131,1092,1174,981,6288,3132,2122,1629,520,117,2
2198,ID-KS,2022-05-23,899,815,1677,862,0,0,1160,1802,997,690,3166,529,124,365,145,174,2267,1150,712,416,88,10,2
2199,ID-KI,2022-05-23,1906,1430,2458,1067,287,669,2191,2819,1881,1713,5499,937,578,530,420,437,4259,1573,1007,589,246,13,2
2200,ID-KU,2022-05-23,2401,2474,5124,2530,0,0,3536,5776,4009,2695,8929,859,994,1813,755,894,5059,2628,2064,754,201,100,9
2201,ID-SA,2022-05-23,2972,2124,3499,1592,0,0,2654,4050,2530,2147,7398,1107,15,952,481,733,4281,2883,1342,588,293,69,3
2202,ID-ST,2022-05-23,1879,2227,3965,1223,0,0,2415,2791,2944,1680,6478,899,444,785,578,614,4086,1939,1057,1101,213,29,1
2203,ID-SN,2022-05-23,6050,2708,6096,4574,0,0,4693,7557,5350,4664,12212,2732,135,1166,707,871,8652,4450,2990,2505,428,44,13
2204,ID-SG,2022-05-23,1468,1485,1629,1482,0,0,1585,3028,2380,1305,3921,647,149,518,343,245,3467,1643,868,356,157,28,5
2205,ID-GO,2022-05-23,1159,1527,1952,731,0,0,1479,1756,1298,979,3395,434,354,657,470,299,2966,1378,919,588,140,52,2
2206,ID-SR,2022-05-23,3835,1384,3217,2243,0,0,2665,5295,3377,1608,7101,628,209,1273,908,624,4962,2179,1396,1580,321,11,10
2207,ID-MA,2022-05-23,2775,2461,4491,3103,254,594,4047,5883,5079,2397,9983,1608,171,1981,1012,438,8011,4013,1596,1959,536,36,12
2208,ID-MU,2022-05-23,3624,2336,5128,2550,218,509,3473,6171,6182,3032,9553,1665,560,1622,1363,620,7222,3892,1443,1850,540,41,3
2209,ID-PA,2022-05-23,3240,2703,4606,3008,0,0,3811,6317,2716,2902,8982,1845,163,1446,473,968,6190,2838,2087,840,534,56,12
2210,ID-PB,2022-05-23,5111,3809,6009,3183,0,0,4213,7936,5786,4200,12267,1238,285,1814,1261,1134,7504,5032,3175,1930,456,29,17
2211,ID-AC,2022-05-30,5607,2387,7721,5028,0,0,5085,8708,9818,4158,14925,1126,1179,1433,1804,1508,9220,5675,4056,2565,886,200,15
2212,ID-SU,2022-05-30,4134,3817,6006,5291,135,317,4213,6833,7061,4561,12892,2114,651,2703,725,1206,10215,4243,3846,1900,312,27,5
2213,ID-SB,2022-05-30,2317,1078,3097,1666,0,0,1924,2619,1925,1420,5830,913,405,1012,769,282,4607,2005,944,857,234,80,7
2214,ID-RI,2022-05-30,6408,2611,10551,4079,621,1449,5478,11678,11392,5807,18657,2132,783,3051,2205,1095,12651,5652,4882,1685,281,147,9
2215,ID-JA,2022-05-30,4099,2525,5133,2477,0,0,3022,5709,4721,2206,10340,1443,89,726,431,516,8318,3157,1593,1123,190,104,2
2216,ID-SS,2022-05-30,13496,8990,16591,5945,0,0,9882,19140,22453,11249,32098,3509,4319,2488,2240,1546,25872,10989,8220,4910,1477,404,43
2217,ID-BE,2022-05-30,1430,1389,2023,1187,0,0,1273,2754,1362,1132,3810,713,246,409,531,308,3046,1405,1123,870,218,29,1
2218,ID-LA,2022-05-30,5785,2486,11611,3967,102,237,6559,8680,5111,4779,17877,1633,2063,2018,1179,1526,10297,7090,4344,1718,580,198,7
2219,ID-BB,2022-05-30,1913,2316,3408,2295,0,0,2262,3841,4437,1762,6672,1314,169,1401,338,735,5514,2867,1819,1141,472,56,8
2220,ID-KR,2022-05-30,4947,3148,6214,2792,0,0,4319,8262,7661,2656,10992,933,327,2130,812,688,9526,5081,2581,1727,181,137,16
2221,ID-JK,2022-05-30,12819,8272,12733,5045,0,0,8090,15510,12234,6021,25962,3486,2266,3743,3604,2071,17682,9594,6885,5015,1878,229,33
2222,ID-JB,2022-05-30,33677,12571,34441,24093,0,0,28785,38729,23745,22511,74859,12747,4970,15626,10403,5583,45784,26375,20344,7497,3999,762,89
2223,ID-JT,2022-05-30,19831,16504,28376,9749,0,0,16634,26418,21494,14011,49863,8390,2209,9653,5166,2476,38416,21119,7562,3881,1016,377,42
2224,ID-YO,2022-05-30,2884,1827,3546,1784,516,1206,3080,3739,2658,2505,7436,1109,457,1047,745,508,6893,2808,2027,1242,243,55,9
2225,ID-JI,2022-05-30,48232,32696,62417,36108,0,0,45261,58375,52553,36308,130103,10244,1894,15957,10322,5093,99802,40456,22540,14833,4952,1553,67
2226,ID-BT,2022-05-30,2827,3116,5506,2196,0,0,2996,6727,3354,3011,9380,1239,1296,2003,967,1027,8056,3379,2320,1861,173,90,2
2227,ID-BA,2022-05-30,1322,677,1705,1043,0,0,1064,1839,1091,971,3106,500,102,401,454,301,2774,1260,857,382,54,41,2
2228,ID-NB,2022-05-30,3098,2211,3954,1386,0,0,3153,4012,5026,1893,7476,868,415,1019,569,706,6271,3163,1940,681,505,12,6
2229,ID-NT,2022-05-30,3684,2451,4937,1505,0,0,2977,4836,4896,2903,9062,1740,229,1536,675,512,6089,2954,2152,1780,622,39,5
2230,ID-KB,2022-05-30,4638,2613,4535,1411,0,0,3319,4132,4346,2982,9286,1341,1262,1652,1152,425,7796,2851,2115,1538,393,57,2
2231,ID-KT,2022-05-30,4536,1350,5934,1928,0,0,3551,5678,3645,2839,8827,752,673,1805,816,732,7791,4014,2277,1596,146,124,1
2232,ID-KS,2022-05-30,1884,707,3299,1343,0,0,1799,3142,3219,1517,5002,803,103,1024,589,389,3285,1586,1160,410,244,44,1
2233,ID-KI,2022-05-30,4307,2241,4303,3055,0,0,3042,4541,5229,3405,8509,1669,540,1314,1358,1016,6829,3767,1833,1526,537,99,10
2234,ID-KU,2022-05-30,5079,3376,6028,2435,0,0,3843,6903,6500,4102,11531,994,1076,1008,671,671,7321,4135,3083,905,195,98,16
2235,ID-SA,2022-05-30,1887,1159,2346,1121,162,378,1991,2229,2982,1621,5021,861,378,817,663,328,4177,1915,1314,424,320,14,4
2236,ID-ST,2022-05-30,1977,2644,4351,1080,0,0,2890,3059,2736,2348,7260,1296,862,715,994,651,5118,2778,1080,1404,107,45,3
2237,ID-SN,2022-05-30,9511,3923,10472,5299,0,0,8038,10021,11651,5787,18518,1598,1929,1493,1501,1944,13492,7754,3747,4097,1418,76,4
2238,ID-SG,2022-05-30,4751,3267,5011,1905,0,0,3884,6159,3442,2927,10568,1027,1167,1451,1422,812,6200,4286,2346,1703,729,102,12
2239,ID-GO,2022-05-30,3241,2571,3205,1704,0,0,2217,3257,3991,1734,7642,766,900,969,1049,419,5774,2286,1132,1603,375,13,6
2240,ID-SR,2022-05-30,2516,1947,3541,1207,0,0,1863,4244,3956,1655,5628,853,776,1168,714,207,5356,2511,1746,918,251,75,8
2241,ID-MA,2022-05-30,1221,998,2141,712,52,123,1532,1797,2152,955,3510,324,119,513,301,338,3113,1398,621,614,97,47,1
2242,ID-MU,2022-05-30,3523,3768,5100,2850,0,0,4455,7366,4970,3011,11257,2187,591,1593,675,475,6452,4210,2294,1000,548,92,8
2243,ID-PA,2022-05-30,1988,1895,3570,2627,0,0,2958,3905,3057,1853,7181,1057,397,805,364,622,4393,2154,1580,771,317,21,6
2244,ID-PB,2022-05-30,4304,1303,4068,1506,0,0,2819,5535,2933,1797,7632,1096,439,849,826,407,5724,2771,1660,895,532,89,6
2245,ID-AC,2022-06-06,3916,5340,5519,2062,402,938,4611,8552,9077,4461,11395,1793,1033,1669,615,810,9232,5079,3035,1705,701,64,16
2246,ID-SU,2022-06-06,19185,17345,31213,19341,0,0,21515,42983,27956,14318,53160,6176,6719,7231,5851,3856,40371,18403,10734,5509,1891,143,76
2247,ID-SB,2022-06-06,2598,2576,4945,2273,0,0,2536,5573,5199,2677,8229,1595,1140,933,1098,848,6898,2605,1256,1569,297,38,5
2248,ID-RI,2022-06-06,2748,1811,2527,1641,0,0,1889,3294,1949,1425,6538,1271,326,570,663,559,4121,2169,1267,1129,412,80,1
2249,ID-JA,2022-06-06,2168,2741,3196,2470,0,0,2604,3435,2794,1671,6424,680,789,1164,355,668,6293,2383,2087,861,466,44,7
2250,ID-SS,2022-06-06,5360,2277,6548,2316,0,0,4300,5571,8222,3640,10064,2131,1047,1511,1165,1049,7467,4154,2241,1671,171,56,10
2251,ID-BE,2022-06-06,3819,1628,6327,2431,0,0,3289,5036,4268,2331,8751,1630,662,1598,684,538,8094,3587,1914,1479,491,17,2
2252,ID-LA,2022-06-06,7534,4461,8174,2902,0,0,4740,8843,10995,4442,15245,3425,1158,2380,1606,1227,10047,5231,4058,2050,1115,73,5
2253,ID-BB,2022-06-06,2396,1197,4546,2020,0,0,2207,3668,2780,2099,6162,1031,696,653,331,786,4213,2698,2019,1163,307,17,4
2254,ID-KR,2022-06-06,1681,1701,2811,1483,0,0,1661,2655,1553,1739,5595,730,365,443,259,174,3340,2275,1098,749,164,67,4
2255,ID-JK,2022-06-06,5484,4572,8299,4875,118,276,5722,11796,6278,5378,17070,3518,331,3506,1609,1413,11122,5333,3417,2208,1076,73,18
2256,ID-JB,2022-06-06,47129,17685,58920,38107,0,0,44701,68054,62119,33105,100469,11426,14752,19102,14816,4686,95571,38286,24298,18020,2883,1060,116
2257,ID-JT,2022-06-06,12044,5987,12701,9953,0,0,9478,12374,13172,9776,27201,5417,2862,5006,3270,2808,17791,11562,5100,4934,965,310,38
2258,ID-YO,2022-06-06,2214,1296,2215,1851,0,0,1798,3416,3776,1742,5493,538,510,477,310,517,3511,2064,1082,553,362,73,4
2259,ID-JI,2022-06-06,24126,11917,30066,21319,3588,8372,21789,36698,40132,19911,66733,8726,6770,11877,6276,2193,43478,26177,15961,8834,1726,766,25
2260,ID-BT,2022-06-06,2761,1271,4518,2791,0,0,2888,4510,3747,2170,8059,1447,722,1212,732,484,5954,2623,1939,570,446,75,6
2261,ID-BA,2022-06-06,2561,1205,3527,2348,0,0,2159,3690,2474,1767,5823,552,74,598,919,487,3866,1970,968,1000,150,20,1
2262,ID-NB,2022-06-06,2039,632,2432,1254,0,0,1499,3160,1365,1316,3843,587,45,601,562,133,2659,1570,976,485,182,26,3
2263,ID-NT,2022-06-06,4122,3273,3941,1267,0,0,3014,4598,5304,2539,8752,1263,582,1171,412,603,7359,2673,1285,1675,301,30,4
2264,ID-KB,2022-06-06,2730,3555,6593,1684,0,0,3586,6801,3178,3190,10205,953,1321,2060,1110,1115,7596,3286,2572,1810,396,53,8
2265,ID-KT,2022-06-06,2107,1713,3260,1828,0,0,2148,4199,2102,1483,6019,452,4,1250,275,551,3940,2619,1285,615,271,48,1
2266,ID-KS,2022-06-06,3000,3173,4089,1645,56,131,2812,5378,4824,2470,7661,1186,943,1697,906,344,7248,3290,1534,658,286,25,6
2267,ID-KI,2022-06-06,2286,1369,3438,859,0,0,2145,2465,1635,1472,4874,1182,421,700,597,286,4148,1780,966,1156,383,44,4
2268,ID-KU,2022-06-06,1449,1888,2751,1141,0,0,2110,2494,3525,1785,4714,615,380,830,471,305,4008,1779,794,859,103,67,2
2269,ID-SA,2022-06-06,2656,1619,3635,2905,264,616,2667,4107,4219,2500,7045,1365,737,687,765,735,6796,2687,1297,1685,199,35,11
2270,ID-ST,2022-06-06,4729,2265,3719,3235,0,0,4127,6866,3834,3265,9388,750,65,1201,810,568,7782,3942,2073,953,461,23,1
2271,ID-SN,2022-06-06,4055,3351,5786,2376,0,0,4435,7548,5905,3430,11091,1454,34,958,939,1078,6260,4623,2154,2123,218,130,13
2272,ID-SG,2022-06-06,1653,1429,2312,1558,0,0,1608,2684,1847,1433,4418,754,223,1034,544,221,4112,1792,1377,441,244,32,4
2273,ID-GO,2022-06-06,2581,2131,3345,1644,0,0,2359,3396,2863,1721,6681,855,271,1148,408,436,5485,2491,1707,1129,228,39,7
2274,ID-SR,2022-06-06,875,973,1486,850,0,0,1133,1905,1299,889,3109,315,121,249,376,93,2106,1189,539,442,133,38,3
2275,ID-MA,2022-06-06,4949,2446,6472,3734,0,0,5008,8132,5856,4019,11322,1754,1470,1982,759,1344,8807,5172,1916,2045,236,171,8
2276,ID-MU,2022-06-06,830,647,1381,1208,17,41,1027,1417,906,746,2756,616,43,464,142,149,2085,832,438,516,185,7,1
2277,ID-PA,2022-06-06,4387,1738,4205,3444,0,0,3565,4835,2787,2195,9960,1029,1084,1573,569,569,7262,3945,2589,1487,394,74,3
2278,ID-PB,2022-06-06,2126,1564,3167,1062,0,0,1643,3534,3345,1916,5257,850,78,1111,589,512,3478,2306,1539,887,219,42,1
